,Compound,No.,SMILES,Name,CI-Obs.,CI-Cal.,Test,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
58,Propofol,60,CC(C)C1=CC=CC(C(C)C)=C1O,Propofol,0.51,0.58,0,9.92962962962963,0.387685185185185,9.92962962962963,0.387685185185185,0.7326761559104262,178.27499999999995,160.13099999999997,178.135765196,72,0,0.12197294149608193,-0.5073633055031387,0.5073633055031387,0.12197294149608193,0.9230769230769231,1.3076923076923077,1.6153846153846154,3.184631820665765,260.92599275295936,10.008071689507773,8.83396494144809,8.83396494144809,6.036581260209187,4.854375079554401,4.854375079554401,4.094474900094651,4.094474900094651,2.3424578063246844,2.3424578063246844,1.511758481460236,1.511758481460236,-0.98,682.2216965649914,10.103194675540763,3.8194244691736134,2.029220523972004,80.41528955807262,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89405000414732,22.96271507571678,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,39.53076089108528,0.0,29.32600418877882,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,50.65766387447927,18.19910120538483,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,0.0,17.58532392560669,11.126902983393991,0.0,0.0,18.19910120538483,27.694948798762496,0.0,0.0,0.0,0.0,9.92962962962963,2.094814814814815,1.254537037037037,6.00212962962963,0.0,8.385555555555555,0.0,0.5,13,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,3.6390000000000025,56.28480000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Pyridoxal,61,CC1=NC=C(CO)C(C=O)=C1O,Pyridoxal,0.37,0.4,0,10.46037037037037,-0.296712962962963,10.46037037037037,0.11574074074074092,0.6253009937932186,167.164,158.09199999999996,167.058243148,64,0,0.15376655656037302,-0.5052825345300413,0.5052825345300413,0.15376655656037302,1.6666666666666667,2.3333333333333335,2.8333333333333335,3.3475573283489237,309.4164369617753,9.137828201504695,6.611696396529537,6.611696396529537,5.701907262607798,3.4382461714423727,3.4382461714423727,2.4070944397490734,2.4070944397490734,1.6460087108027677,1.6460087108027677,0.9099037192385551,0.9099037192385551,-1.4200000000000002,518.7457472382732,8.674517958412098,3.317607749496181,1.2858796524773044,69.49586704806909,10.213054789681411,5.749511833283905,6.286160523129555,0.0,0.0,0.0,9.77851570501903,0.0,0.0,0.0,0.0,6.923737199690624,11.760295063310071,17.864261451058375,15.007591973753234,6.286160523129555,0.0,4.9839785209472085,0.0,13.530619164203543,0.0,23.017674549855528,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,21.48319383375818,6.606881964512918,6.923737199690624,21.615368162314272,6.196843571613076,0.0,0.0,0.0,70.42,0.0,9.901064578912528,0.0,17.919845289493818,17.543540009675013,0.0,6.196843571613076,6.923737199690624,0.0,4.9839785209472085,5.106527394840706,0.0,0.0,14.249583333333334,18.059503023431596,0.8401851851851858,-0.15597222222222196,0.0,1.8832870370370371,1.2900803099017384,0.0,0.25,12,2,4,0,0,0,0,1,1,4,2,4,2,0,0,0,1,0.40041999999999983,41.94910000000002,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,Pyridoxal 5’-phosphate,62,CC1=C(C(C=O)=C(C=N1)COP(O)(O)=O)O,Pyridoxal_phosphate,0.07,0.06,0,10.687482048374907,-4.613809799382716,10.687482048374907,0.08245370370370342,0.5238999149743511,247.14299999999997,237.06299999999996,247.02457367,88,0,0.46940522663537176,-0.5052825312770469,0.5052825312770469,0.46940522663537176,1.5625,2.1875,2.6875,3.012375896787937,454.0869118636696,12.344934982691242,8.32262016845718,9.217047359457094,7.348353872014526,4.175841911690459,5.70613865503068,3.012994519632718,4.252347310822028,1.8638911973072552,2.329340005195632,1.0525557326944055,1.3598157358885872,-1.27,2487.0872471746643,12.797888662593348,4.712028319358466,3.1104910169878903,90.95325670424708,14.893350600345656,5.749511833283905,6.286160523129555,0.0,0.0,7.822697123132171,14.302262866730848,4.565048284931329,0.0,0.0,0.0,6.923737199690624,11.760295063310071,17.864261451058375,28.776683231060623,14.108857646261725,0.0,4.9839785209472085,0.0,13.530619164203543,0.0,23.017674549855528,0.0,5.749511833283905,0.0,0.0,5.749511833283905,7.822697123132171,26.16348964442242,15.695677411156066,6.923737199690624,21.615368162314272,6.196843571613076,0.0,0.0,0.0,116.95,14.429579087645088,14.466112863843856,0.0,22.570342811526356,6.286160523129555,0.0,13.1205807713037,0.0,0.0,9.507725682659025,9.78682320550495,14.666454868984632,0.0,31.401772486772487,9.464458144368859,0.28185610355253266,-0.317766754850088,0.0,1.5940765936004029,0.995180579176115,-4.613809799382716,0.25,16,3,7,0,0,0,0,1,1,5,3,8,4,0,0,0,1,0.5174199999999998,52.85940000000002,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,Pyridoxine,63,CC1=NC=C(CO)C(CO)=C1O,Pyridoxine,0.56,0.45,0,9.37587962962963,-0.28662037037037047,9.37587962962963,0.037916666666666377,0.5858308475922274,169.18,158.09199999999996,169.073893212,66,0,0.1421423749862462,-0.5056586544704539,0.5056586544704539,0.1421423749862462,1.3333333333333333,2.0,2.5,3.2532934621839313,285.87661626856533,9.137828201504695,6.7804182135625535,6.7804182135625535,5.701907262607798,3.583649933062156,3.583649933062156,2.5122354485581955,2.5122354485581955,1.7586649133471297,1.7586649133471297,0.9969373943692378,0.9969373943692378,-1.1300000000000001,518.7457472382732,8.961996320147193,3.511902541144525,1.3914812233214935,70.12857870022134,15.319582184522117,5.749511833283905,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,6.923737199690624,17.323746555007066,18.907691923874296,15.319582184522117,0.0,0.0,4.9839785209472085,0.0,20.137501128716462,0.0,23.017674549855528,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,20.303560705469327,13.213763929025836,6.923737199690624,16.82083097824245,6.196843571613076,0.0,0.0,0.0,73.58000000000001,0.0,5.106527394840706,0.0,18.963275762309742,16.82083097824245,0.0,6.196843571613076,6.923737199690624,0.0,4.9839785209472085,10.213054789681411,0.0,0.0,3.836990740740741,27.0344567271353,1.2656018518518524,-0.037916666666666377,0.0,1.4450462962962964,1.1224877173091459,0.0,0.375,12,3,4,0,0,0,0,1,1,4,3,4,2,0,0,0,1,0.08021999999999985,42.484400000000015,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,Pyrimethamine,64,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,Pyrimethamine,1.0,1.03,0,5.903753306878307,0.20561437949665495,5.903753306878307,0.20561437949665495,0.856137149346395,248.71700000000004,235.613,248.08287409599998,88,0,0.22172679395169162,-0.3830067506254967,0.3830067506254967,0.22172679395169162,1.1176470588235294,1.7647058823529411,2.3529411764705883,2.6135116574993575,536.9470467453648,12.41384908344359,9.443600060333447,10.199529006351902,8.113392202930191,5.292787073519896,5.670751546529123,3.6491864911472405,4.085622271619225,2.4970179513962876,2.7489942667357727,1.7332054554924157,1.8591936131621583,-1.8099999999999996,7328.293976903377,11.668871767129149,4.590610960583782,2.3134684472120433,104.64072513715435,11.46733495432437,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,30.657411226846357,24.117007251546223,10.586084805438322,5.693927994848461,0.0,23.367141949054037,0.0,9.967957041894417,0.0,13.344558822616634,11.46733495432437,34.982029582436226,0.0,11.126902983393991,11.46733495432437,11.766202058821523,0.0,11.600939890232516,9.967957041894417,6.4208216229260096,0.0,12.617665194539086,24.26546827384644,5.022633313741326,11.126902983393991,0.0,77.82,0.0,0.0,0.0,5.948339280986494,10.840496091576355,23.24165260116846,0.0,0.0,31.18920547353706,9.967957041894417,23.068274844556885,0.0,5.855308650723663,8.197384731670446,0.682160441337029,14.110988021751911,0.6053110915147957,7.414411060720584,0.7449203987150417,2.0006267146776406,0.0,0.16666666666666666,17,4,4,0,0,0,1,1,2,4,2,5,2,0,0,0,2,2.5238000000000005,70.68080000000002,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Quabain,65,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(O)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,Quabain,0.07,0.07,0,12.2718421136143,-2.147737032312925,12.2718421136143,0.021305587049635033,0.14027601853439806,570.6320000000006,528.2960000000004,570.267626784,226,0,0.3306609998342126,-0.4579796620273351,0.4579796620273351,0.3306609998342126,0.975,1.7,2.375,1.2559152892975967,1067.8901647265927,28.9908348737037,22.795759405623006,22.795759405623006,18.65917538490714,14.416880215729348,14.416880215729348,13.454382943707317,13.454382943707317,11.615829641873825,11.615829641873825,9.538496309412155,9.538496309412155,-1.1900000000000002,701974423.2041245,28.907497124105824,9.403897820856677,3.7758363623156472,231.7241259693108,55.062808020125786,30.51983193874151,6.290026729335213,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.923737199690624,56.43676193671272,30.25055986824407,35.61796717296058,59.85734520419761,5.969305287951849,0.0,0.0,23.16870860788096,124.61416963638773,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,119.24935028771482,19.005126045471968,23.16870860788096,58.79322575986333,11.64912463690315,0.0,0.0,0.0,206.59999999999997,89.0410517261958,45.64675634279746,0.0,44.62889612530436,12.841643245852019,5.573104530069267,12.999757306524504,0.0,6.923737199690624,0.0,14.210588861400147,16.536940407917385,0.0,11.780048680259217,89.80207003820612,-5.355447016422273,-2.2618707639189046,0.0,-7.574153885932547,3.572412539890992,0.0,0.8928571428571429,40,8,12,4,2,6,0,0,0,12,8,12,3,4,1,5,6,-1.762599999999997,134.02940000000004,0,8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Ribofl avin,66,CC1=CC2=C(C=C1C)N=C(C(N2CC(C(C(CO)O)O)O)=N3)C(NC3=O)=O,Ribofl_avin,0.69,0.74,0,12.165193737606256,-1.6379359042999913,12.165193737606256,0.051628401360543696,0.32841215945604274,376.3690000000001,356.2090000000001,376.13828436,144,0,0.34944760044401535,-0.39357914015505113,0.39357914015505113,0.34944760044401535,1.0740740740740742,1.7407407407407407,2.4074074074074074,2.2752894120966243,1075.4539948567037,19.877950698581344,14.74795665774866,14.74795665774866,12.722453108210818,8.294805064212541,8.294805064212541,6.4987457761144585,6.4987457761144585,4.569542931620766,4.569542931620766,2.8942166040899004,2.8942166040899004,-2.66,876018.0053364431,19.111322274168355,7.158061106278338,3.470654420176668,152.292324157461,24.993209227154175,18.31189916324491,11.518332492848387,0.0,5.559266895052008,5.689743398203474,9.77851570501903,9.77851570501903,4.9839785209472085,0.0,0.0,37.10711151969846,0.0,24.18503980565802,20.426109579362823,11.033401435232523,0.0,19.51903521063298,0.0,38.70412996853873,6.606881964512918,44.09772178171634,0.0,11.518332492848387,11.24901029325548,0.0,0.0,0.0,64.86392591775362,6.544756405912575,13.847474399381248,11.126902983393991,21.721808505066864,0.0,22.551733928080914,0.0,161.56,36.16779142101331,24.90865655266576,0.0,18.063088898760963,11.033401435232523,11.126902983393991,4.567099647791355,12.13273413692322,13.847474399381248,14.951935562841626,5.106527394840706,1.4015154950869237,0.0,33.99748895603288,38.7947589785455,1.1125413160239113,-0.051628401360543696,3.5303167517006804,-4.680411338918283,2.728751576222265,0.0,0.4117647058823529,27,5,10,0,2,2,1,0,1,9,5,10,5,0,0,0,3,-1.7235600000000004,95.62090000000002,0,4,4,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Rifabutin,67,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,Rifabutin,0.37,0.42,0,14.70864260377138,-1.967469383981916,14.70864260377138,0.016446220435182957,0.2630753883136941,847.0189999999996,784.5229999999998,846.4415088039999,332,0,0.31210805150926785,-0.5067330601835489,0.5067330601835489,0.31210805150926785,0.9836065573770492,1.6557377049180328,2.278688524590164,1.4908639254314908,2112.170633261089,44.8772217407223,37.12049197579819,37.12049197579819,28.64509758999962,21.25238152568362,21.25238152568362,18.0223027754173,18.0223027754173,12.96620542220263,12.96620542220263,9.273280346518893,9.273280346518893,-4.83,10968644285980.875,45.69129117327369,17.504165990091828,8.536418080692114,357.47937089704817,49.80052093858545,28.962889402741858,0.0,5.783244946364939,11.690424675716445,11.756416440522447,24.170553468922957,0.0,0.0,0.0,59.77048351864538,25.84140055237652,93.80481610235736,47.10960691088622,53.44518273600959,29.154659912803936,0.0,15.53348693886314,34.581934963442635,117.94485198169197,26.74406675901526,69.78714999872524,0.0,11.49902366656781,15.37044016181271,0.0,11.49902366656781,0.0,111.98405532612553,23.79966322954379,36.513267430497585,106.99815837799925,52.52574876457292,0.0,0.0,0.0,205.54999999999995,88.72994766689644,34.4977309208094,0.0,50.68218595902352,18.75954929201341,19.634269217737724,34.143089588770195,58.92276642578864,0.0,29.380961338244386,23.939856547835866,23.959941279856785,0.0,63.27341877342654,41.048286778662856,-0.19153084439578238,-6.783240803164094,0.0,5.056189010138265,19.50586207536997,1.4644070634387845,0.5869565217391305,61,5,15,1,4,5,1,0,1,14,5,15,4,0,1,1,6,4.615720000000003,226.76479999999935,0,2,2,0,0,0,0,1,0,0,4,4,0,0,1,2,2,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Rifampin,68,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C\[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)\C(=C/NN1CCN(C)CC1)C2=O,Rifampin,0.12,0.76,1,14.681940215083324,-2.0625312954577786,14.681940215083324,0.03597430389398859,0.18957193731144573,822.9529999999997,764.4889999999999,822.4051232959999,322,0,0.312109226639581,-0.5067356486182739,0.5067356486182739,0.312109226639581,0.9661016949152542,1.6271186440677967,2.2542372881355934,1.661817760781985,1996.6505253430141,43.67011495953575,35.360598790111595,35.360598790111595,27.730884027626526,19.823117546360372,19.823117546360372,16.161896027671087,16.161896027671087,11.907776547193281,11.907776547193281,7.961348994089418,7.961348994089418,-5.0,3443399886748.2905,45.09096313912009,18.092665067541976,8.96546566077003,344.3296536319776,55.016051126530215,17.602990054316113,11.542409818021115,0.0,11.690424675716445,11.756416440522447,19.178148736287287,5.008912523954532,0.0,0.0,45.92300911926414,26.97116648889232,88.14443266054137,52.53447792988178,58.551710130850296,29.20213978168941,0.0,20.651402255921724,23.671624184645573,85.59287430108878,40.33649514760502,75.86317010555912,0.0,11.49902366656781,15.479442954916763,0.0,11.49902366656781,0.0,124.31737859536992,23.79966322954379,30.595361384336194,80.30904073276598,53.60936413877113,0.0,5.759164871656176,0.0,216.66,88.8262525031827,39.60425831565011,0.0,44.846566173266254,13.08951281182515,13.08951281182515,59.41882189194902,39.84698901243026,12.056584506631722,15.642489731967194,18.947451815200196,23.553219095499358,0.0,57.283413996607614,50.81449295722981,1.8951499594874825,-8.72394972382994,0.0,4.868116563822058,15.139417334854459,3.420139816329165,0.5348837209302325,59,6,16,1,4,5,1,0,1,15,6,16,4,0,1,1,6,3.4262200000000034,216.6605999999994,0,3,3,0,0,0,0,1,0,0,4,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,14,0,0,0,1,4,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Ritodrine,69,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,Ritodrine,0.1,0.04,0,10.236321176618796,-0.619983518098598,10.236321176618796,0.09105751868648726,0.6579030127323875,287.35900000000004,266.1909999999999,287.152143532,112,0,0.1150981225154205,-0.5079666452002873,0.5079666452002873,0.1150981225154205,0.9047619047619048,1.4285714285714286,2.0,1.8188506940659017,551.2528331290362,15.242276208189782,12.02935704076923,12.02935704076923,10.0585506480638,7.04328754823809,7.04328754823809,5.195615993158498,5.195615993158498,3.524544502679947,3.524544502679947,2.1785964285448345,2.1785964285448345,-2.0399999999999996,55615.20391216119,15.350761482885613,7.107522651427766,4.47876798438599,124.24577133774014,20.63637078852845,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,55.28168648576964,6.041840829147961,6.103966387748303,15.319582184522117,0.0,0.0,5.316788604006331,0.0,25.4903660395129,6.544756405912575,59.65783953108687,0.0,11.49902366656781,5.316788604006331,0.0,11.49902366656781,0.0,27.90617941958265,6.4208216229260096,0.0,24.154606570832918,48.53093654769288,0.0,0.0,0.0,72.72,6.103966387748303,15.319582184522117,0.0,17.54086449571577,0.0,24.092481012232575,0.0,36.39820241076966,19.056471336613843,5.316788604006331,0.0,0.0,0.0,0.0,31.99104962761695,1.9065339317034848,0.45992792692783757,13.607364295854694,0.20632385361551953,2.6621336976148484,0.0,0.29411764705882354,21,4,4,0,0,0,2,0,2,4,4,4,6,0,0,0,2,2.3520000000000003,82.34210000000003,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Ritonavir,70,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Ritonavir,0.09,0.07,0,13.867316916540332,-1.0488532991638568,13.867316916540332,0.06706243300136161,0.10624046585910327,720.962,672.5780000000001,720.3127606359999,268,0,0.4073141084370974,-0.4437652036234549,0.4437652036234549,0.4073141084370974,0.9,1.56,2.14,1.4637670685945976,1617.4968237573792,36.045030348694596,29.24353314531864,30.876526307174093,23.97727464143374,16.809050565648977,18.568356188158763,13.041735838482222,14.902314971567558,8.129844994772254,10.077090874431388,5.3864746113482616,6.718416169253569,-4.329999999999999,99661659139.94312,38.47159782577355,19.165556143146798,12.21811936765673,302.0583739168021,30.693665891510225,12.648722793660879,0.0,5.907179729351506,0.0,12.124354583276487,9.77851570501903,14.573052889090853,0.0,22.673571755869474,88.35861948337862,36.30727389833341,30.584325200065535,39.77980178182875,24.22700190085622,40.705106068497464,0.0,30.818232584763884,5.917906046161393,90.2564469593196,7.04767198267719,104.45671816910902,0.0,0.0,15.950365812018994,9.589074368143644,0.0,22.673571755869474,69.28308933808296,35.524681754149384,5.917906046161393,66.73927833664642,77.75111630031249,0.0,0.0,0.0,145.77999999999997,30.3227289461306,19.49013894705617,0.0,30.8839038752899,25.304305697925987,26.705601868796514,16.236695608785215,30.091840705842383,79.89120785446327,39.765797253294664,4.736862953800049,5.424978507101565,2.9499528922081164,50.97752074868347,23.4906276799991,4.35270225484641,-0.2767656664093314,16.78617448703173,0.8361452993284642,8.282283762480287,1.6763800347301994,0.43243243243243246,50,4,11,0,0,0,2,2,4,9,4,13,17,0,0,0,4,5.905200000000005,196.89689999999942,0,1,1,0,0,2,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
69,Ropivacaine,71,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,Ropivacaine,0.75,0.94,1,12.604405706727135,0.044172335600906276,12.604405706727135,0.044172335600906276,0.9109962827378179,274.408,248.19999999999996,274.204513452,110,0,0.2412445161795791,-0.3242349493734249,0.3242349493734249,0.2412445161795791,1.3,2.0,2.65,2.0985414736655117,447.807850229236,14.535169427003234,12.907503649841612,12.907503649841612,9.6302289553358,7.7428257091142845,7.7428257091142845,5.803608053600754,5.803608053600754,4.156456369844468,4.156456369844468,3.0608952665039775,3.0608952665039775,-1.35,34417.87440160843,15.046765275268859,6.889358088486353,3.3965377335507196,121.91115317818561,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,31.54366002800146,57.326355063378415,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,52.49633891992386,18.406301415831482,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,43.73392667478865,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,49.166266938680735,6.4208216229260096,0.0,32.046575604766076,17.140435534547432,0.0,0.0,0.0,14.944127928949356,3.1559911186696903,3.2564109872344007,0.16254629629629624,6.174042501259763,4.4604783163265305,8.346402851263962,0.0,0.5882352941176471,20,1,3,0,1,1,1,0,1,2,1,3,4,0,1,1,2,3.5064400000000013,84.04870000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
